id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
57415,1,31,1,33.0,0,1,1,23937.0,16.0,287,0
57416,0,22,1,8.0,0,2,1,41781.0,160.0,27,0
57417,1,26,1,35.0,1,2,0,20426.0,152.0,48,0
57418,0,22,1,28.0,1,2,0,40162.0,152.0,294,0
57419,0,78,1,25.0,1,1,1,2630.0,30.0,201,0
57420,0,23,1,32.0,0,2,1,30222.0,152.0,266,0
57421,0,60,1,28.0,1,1,0,38890.0,124.0,193,0
57422,0,32,1,38.0,1,1,0,26607.0,124.0,97,0
57423,1,21,1,15.0,1,2,0,36318.0,160.0,190,0
57424,1,26,1,15.0,1,2,0,36196.0,152.0,176,0
57425,0,72,1,28.0,1,1,0,52017.0,26.0,290,0
57426,1,50,1,3.0,0,1,1,39878.0,124.0,71,0
57427,0,24,1,15.0,0,2,1,34535.0,152.0,262,0
57428,0,25,1,46.0,1,2,0,24568.0,152.0,171,0
57429,0,23,1,41.0,1,2,0,23130.0,152.0,146,0
57430,0,44,1,28.0,1,1,1,39328.0,26.0,132,0
57431,0,38,1,32.0,0,1,1,2630.0,124.0,76,0
57432,0,62,1,39.0,0,1,1,44822.0,124.0,286,0
57433,1,23,1,3.0,1,2,0,46437.0,152.0,109,0
57434,1,48,1,18.0,0,1,1,24388.0,122.0,87,1
57435,0,45,1,28.0,1,1,0,33734.0,124.0,269,0
57436,1,29,1,12.0,1,2,0,28063.0,152.0,72,0
57437,0,65,1,28.0,0,3,1,42053.0,26.0,204,0
57438,1,50,1,28.0,0,1,1,89449.0,13.0,284,0
57439,0,46,1,29.0,1,1,1,37151.0,21.0,253,0
57440,1,30,1,30.0,1,2,0,28791.0,152.0,166,0
57441,0,30,1,11.0,1,2,0,2630.0,152.0,156,0
57442,0,47,1,28.0,0,1,1,42438.0,124.0,249,0
57443,0,51,1,39.0,0,1,0,31657.0,26.0,124,0
57444,1,28,1,6.0,1,2,0,29273.0,160.0,246,0
57445,0,56,1,28.0,0,1,1,43592.0,124.0,299,0
57446,0,45,1,46.0,0,1,1,2630.0,26.0,40,1
57447,1,37,1,8.0,0,1,1,36325.0,124.0,130,0
57448,1,43,1,28.0,0,1,1,28969.0,26.0,205,0
57449,1,34,1,28.0,0,1,1,59117.0,124.0,180,1
57450,1,21,1,17.0,1,2,0,36455.0,160.0,68,0
57451,0,47,1,28.0,0,3,1,54583.0,124.0,206,1
57452,1,46,1,28.0,0,1,1,25469.0,26.0,275,0
57453,0,30,1,35.0,1,2,0,36666.0,152.0,46,0
57454,1,25,1,11.0,1,2,0,19236.0,152.0,133,0
57455,0,27,1,29.0,1,2,0,25969.0,152.0,54,0
57456,0,25,1,50.0,1,2,0,40877.0,152.0,159,0
57457,1,38,1,28.0,0,1,1,28641.0,124.0,147,0
57458,1,23,1,46.0,1,2,0,32818.0,160.0,149,0
57459,0,25,1,8.0,1,2,0,23466.0,152.0,60,0
57460,0,26,1,41.0,1,2,0,36115.0,160.0,219,0
57461,0,67,1,28.0,1,1,0,74545.0,26.0,89,0
57462,0,27,1,8.0,1,2,0,42338.0,152.0,187,0
57463,0,45,1,28.0,0,1,1,27593.0,26.0,47,1
57464,1,25,1,25.0,1,2,0,28886.0,152.0,155,0
57465,1,36,1,41.0,1,1,0,23199.0,152.0,116,0
57466,1,43,1,47.0,1,1,0,35602.0,26.0,52,0
57467,1,58,1,3.0,0,1,1,21551.0,157.0,263,0
57468,0,29,1,29.0,1,2,0,2630.0,26.0,230,0
57469,0,58,1,35.0,1,1,0,23510.0,152.0,72,0
57470,1,37,1,28.0,0,1,1,38356.0,124.0,20,1
57471,0,66,1,35.0,1,1,0,30916.0,29.0,172,0
57472,0,54,1,35.0,0,1,1,40169.0,26.0,175,0
57473,1,26,1,3.0,1,2,0,2630.0,152.0,81,0
57474,1,74,1,41.0,1,1,0,19320.0,26.0,279,0
57475,0,68,1,15.0,1,1,0,50687.0,26.0,28,0
57476,0,43,1,6.0,0,1,1,30600.0,122.0,176,1
57477,0,25,1,34.0,0,2,1,25002.0,152.0,129,0
57478,0,38,1,41.0,1,1,0,53225.0,152.0,71,0
57479,1,29,1,15.0,1,2,0,34901.0,152.0,160,0
57480,0,35,1,50.0,0,1,1,35650.0,124.0,74,0
57481,1,21,1,2.0,1,2,0,18705.0,160.0,81,0
57482,0,43,1,0.0,0,1,1,2630.0,122.0,200,0
57483,0,80,1,15.0,1,1,0,24051.0,26.0,248,0
57484,1,73,1,28.0,0,1,1,55317.0,55.0,281,0
57485,0,47,1,28.0,0,1,1,34934.0,26.0,163,1
57486,1,57,1,18.0,1,1,0,54217.0,26.0,70,0
57487,0,39,1,35.0,0,1,1,23079.0,26.0,143,1
57488,0,39,1,27.0,0,1,1,2630.0,124.0,178,1
57489,1,39,1,28.0,0,1,1,56334.0,122.0,185,0
57490,0,50,1,45.0,1,1,0,23546.0,26.0,147,0
57491,1,56,1,19.0,0,1,1,44834.0,26.0,153,0
57492,1,33,1,28.0,0,2,0,2630.0,154.0,282,0
57493,1,34,1,30.0,0,1,1,33696.0,155.0,35,0
57494,0,21,1,35.0,1,2,0,35514.0,152.0,213,0
57495,1,25,1,9.0,1,2,0,31755.0,152.0,274,0
57496,1,72,1,8.0,0,1,1,113486.0,26.0,70,0
57497,0,35,1,28.0,1,1,0,39173.0,124.0,224,0
57498,0,25,1,30.0,1,2,0,36055.0,152.0,174,0
57499,1,77,1,36.0,0,1,1,2630.0,124.0,264,0
57500,0,45,1,47.0,1,1,0,2630.0,26.0,86,0
57501,0,49,1,8.0,0,1,0,2630.0,26.0,158,0
57502,1,45,1,28.0,0,1,1,25604.0,26.0,85,0
57503,0,58,1,28.0,0,1,1,53547.0,55.0,128,1
57504,0,47,1,39.0,0,1,1,29707.0,157.0,172,0
57505,0,51,1,28.0,0,1,1,27246.0,26.0,271,0
57506,1,25,1,11.0,1,2,0,2630.0,152.0,165,0
57507,0,51,1,41.0,0,1,1,21550.0,26.0,11,0
57508,1,31,1,28.0,0,2,1,38450.0,36.0,139,0
57509,1,24,1,8.0,1,2,0,26725.0,152.0,234,0
57510,0,21,1,46.0,1,2,0,30802.0,152.0,207,0
57511,0,44,1,28.0,1,1,0,41529.0,52.0,249,0
57512,0,51,1,45.0,0,1,1,35164.0,26.0,67,0
57513,1,24,1,41.0,1,2,0,30688.0,152.0,86,0
57514,0,25,1,46.0,1,2,0,42713.0,160.0,206,0
57515,0,32,1,21.0,1,2,0,23213.0,152.0,276,0
57516,1,32,1,9.0,1,2,0,25679.0,152.0,233,0
57517,0,58,1,28.0,0,1,1,50467.0,60.0,257,0
57518,1,54,1,11.0,0,1,1,35221.0,26.0,289,1
57519,1,31,1,47.0,1,2,1,28121.0,152.0,189,0
57520,1,22,1,28.0,1,2,0,105379.0,160.0,101,0
57521,0,46,1,8.0,1,1,0,20198.0,124.0,89,0
57522,1,24,1,41.0,1,2,0,39375.0,152.0,156,0
57523,1,52,1,8.0,0,1,1,35287.0,26.0,220,1
57524,1,22,1,15.0,1,2,0,71940.0,152.0,177,0
57525,0,24,1,46.0,1,2,0,2630.0,152.0,277,0
57526,1,41,1,46.0,1,1,0,25654.0,124.0,247,0
57527,0,33,1,41.0,1,2,0,36352.0,154.0,42,0
57528,0,45,1,8.0,0,1,1,42533.0,124.0,146,1
57529,1,35,1,35.0,0,1,1,2630.0,156.0,222,1
57530,0,78,1,28.0,1,1,0,31875.0,26.0,206,0
57531,1,43,1,28.0,1,1,0,35127.0,124.0,248,0
57532,1,81,1,28.0,1,1,0,52336.0,52.0,65,0
57533,0,25,1,30.0,1,2,0,2630.0,152.0,55,0
57534,0,55,1,41.0,0,1,1,41819.0,124.0,167,1
57535,1,31,1,28.0,0,1,1,63835.0,122.0,204,0
57536,1,41,1,30.0,1,1,0,30065.0,152.0,51,0
57537,0,69,1,23.0,1,1,0,23883.0,26.0,214,0
57538,0,41,1,28.0,0,1,1,36351.0,26.0,137,1
57539,0,45,1,28.0,0,1,1,38889.0,26.0,230,0
57540,0,39,1,46.0,0,1,1,38120.0,124.0,100,1
57541,1,59,1,30.0,0,1,1,2630.0,157.0,250,1
57542,1,32,1,38.0,1,1,0,29789.0,124.0,160,0
57543,1,57,1,28.0,0,1,1,47859.0,26.0,31,1
57544,0,39,1,46.0,0,1,0,25144.0,154.0,194,0
57545,0,35,1,32.0,0,1,1,31117.0,152.0,91,0
57546,1,27,1,12.0,1,2,0,23881.0,152.0,251,0
57547,1,24,1,8.0,1,2,0,52726.0,152.0,56,0
57548,1,64,1,29.0,1,1,0,2630.0,124.0,293,0
57549,0,25,1,46.0,1,2,0,2630.0,152.0,152,0
57550,1,25,1,35.0,0,2,1,37712.0,152.0,217,0
57551,0,47,1,28.0,0,1,1,29260.0,125.0,151,0
57552,0,40,1,29.0,0,1,1,2630.0,156.0,96,1
57553,1,22,1,8.0,1,2,0,32946.0,152.0,278,0
57554,1,35,1,28.0,0,1,1,35378.0,122.0,145,0
57555,1,57,1,28.0,0,1,1,60685.0,26.0,246,0
57556,0,30,1,15.0,0,2,1,35040.0,152.0,19,0
57557,1,62,1,28.0,0,1,1,59523.0,158.0,107,0
57558,0,48,1,28.0,0,1,1,36181.0,26.0,83,0
57559,1,58,1,28.0,0,1,1,38494.0,122.0,177,0
57560,0,45,1,46.0,0,1,0,24436.0,124.0,79,0
57561,0,51,1,11.0,0,1,1,44220.0,124.0,108,0
57562,1,24,1,45.0,0,2,1,26273.0,152.0,175,0
57563,0,44,1,28.0,0,1,1,38977.0,124.0,31,0
57564,1,28,1,8.0,0,2,1,29611.0,152.0,59,0
57565,1,33,1,20.0,0,2,1,2630.0,124.0,86,1
57566,0,36,1,28.0,0,1,1,28813.0,26.0,231,1
57567,0,21,1,8.0,0,2,1,35338.0,152.0,75,0
57568,1,21,1,46.0,1,2,0,31030.0,160.0,151,0
57569,0,25,1,31.0,1,2,0,2630.0,152.0,25,0
57570,0,23,1,46.0,1,2,0,31150.0,152.0,29,0
57571,0,28,1,23.0,1,2,0,34106.0,152.0,158,0
57572,0,43,1,28.0,0,3,1,31339.0,26.0,25,1
57573,1,25,1,13.0,1,2,0,37775.0,152.0,118,0
57574,0,53,1,3.0,1,1,0,24330.0,124.0,214,0
57575,0,24,1,18.0,0,2,0,31752.0,152.0,132,0
57576,1,22,1,15.0,0,2,0,21956.0,152.0,37,0
57577,1,20,1,25.0,1,2,0,2630.0,160.0,15,0
57578,1,41,1,28.0,0,1,1,37243.0,26.0,297,1
57579,1,22,1,15.0,1,2,0,48609.0,152.0,203,0
57580,0,37,1,28.0,0,1,1,53122.0,124.0,263,1
57581,0,44,1,2.0,0,1,1,2630.0,156.0,127,0
57582,0,78,1,46.0,1,1,0,23688.0,11.0,266,0
57583,1,25,1,28.0,1,2,0,70475.0,152.0,291,0
57584,0,64,1,28.0,0,1,1,63577.0,26.0,240,0
57585,0,23,1,8.0,0,2,1,2630.0,152.0,191,0
57586,0,27,1,28.0,1,2,0,23582.0,152.0,110,0
57587,0,34,1,37.0,0,2,0,2630.0,156.0,221,1
57588,1,23,1,42.0,1,2,0,38945.0,152.0,177,0
57589,0,53,1,28.0,0,3,1,32984.0,26.0,90,0
57590,0,51,1,47.0,0,1,1,2630.0,156.0,66,0
57591,0,54,1,28.0,1,1,0,34946.0,26.0,192,0
57592,0,72,1,9.0,0,1,1,33896.0,124.0,87,0
57593,0,46,1,46.0,1,1,0,2630.0,11.0,92,0
57594,0,23,1,22.0,1,2,0,2630.0,152.0,148,0
57595,0,23,1,32.0,0,2,1,37702.0,152.0,209,0
57596,1,30,1,50.0,1,2,0,27637.0,152.0,146,0
57597,1,23,1,11.0,1,2,0,25528.0,152.0,67,0
57598,0,52,1,28.0,0,1,1,42665.0,156.0,180,0
57599,1,60,1,28.0,0,1,1,45714.0,26.0,254,0
57600,0,22,1,32.0,1,2,0,2630.0,152.0,23,0
57601,0,54,1,3.0,0,1,1,30504.0,124.0,54,0
57602,0,57,1,6.0,1,1,0,37611.0,26.0,279,0
57603,1,22,1,8.0,0,2,1,29846.0,152.0,214,0
57604,1,22,1,33.0,1,2,0,40348.0,152.0,297,0
57605,0,27,1,44.0,0,2,1,30587.0,152.0,31,0
57606,1,23,1,50.0,1,2,0,55408.0,152.0,241,0
57607,1,38,1,28.0,0,1,1,35531.0,124.0,255,1
57608,0,42,1,15.0,0,1,1,30858.0,124.0,204,1
57609,1,21,1,13.0,0,2,0,27604.0,160.0,67,0
57610,0,43,1,28.0,0,1,1,25417.0,124.0,31,0
57611,1,23,1,28.0,0,2,1,48718.0,152.0,196,0
57612,0,24,1,32.0,1,2,0,20848.0,152.0,173,0
57613,1,42,1,28.0,0,1,1,26039.0,124.0,66,0
57614,1,45,1,50.0,0,1,1,2630.0,156.0,146,0
57615,0,61,1,48.0,1,1,0,2630.0,124.0,280,0
57616,1,24,1,36.0,1,2,0,40037.0,152.0,63,0
57617,0,46,1,20.0,1,1,0,2630.0,30.0,22,0
57618,0,32,1,47.0,0,1,1,30381.0,29.0,14,0
57619,0,40,1,29.0,0,1,1,28218.0,26.0,184,0
57620,1,39,1,28.0,0,1,1,28757.0,26.0,60,1
57621,1,28,1,28.0,1,2,0,2630.0,156.0,224,0
57622,1,20,1,3.0,1,2,0,32483.0,160.0,19,0
57623,0,33,1,50.0,0,1,1,42565.0,3.0,222,1
57624,0,77,1,8.0,0,1,1,70318.0,7.0,176,0
57625,1,25,1,41.0,1,2,0,55078.0,152.0,269,0
57626,1,67,1,28.0,0,1,1,2630.0,26.0,39,0
57627,0,26,1,15.0,0,2,0,29434.0,152.0,237,0
57628,0,27,1,8.0,0,1,1,34157.0,26.0,242,0
57629,1,22,1,15.0,1,2,0,28809.0,152.0,263,0
57630,1,23,1,46.0,1,2,0,47628.0,152.0,247,0
57631,1,22,1,13.0,1,2,0,31918.0,152.0,207,0
57632,0,40,1,32.0,0,1,1,32198.0,124.0,206,0
57633,0,24,1,14.0,1,1,1,2630.0,156.0,35,0
57634,0,64,1,31.0,1,1,0,2630.0,26.0,47,0
57635,1,69,1,7.0,0,1,1,2630.0,157.0,106,0
57636,1,44,1,47.0,1,1,0,36789.0,26.0,53,0
57637,0,37,1,28.0,0,1,1,2630.0,26.0,188,0
57638,1,28,1,8.0,1,2,0,35096.0,152.0,65,0
57639,0,46,1,7.0,0,1,1,2630.0,156.0,216,0
57640,0,38,1,41.0,0,1,1,2630.0,157.0,97,0
57641,0,66,1,50.0,1,1,0,48398.0,26.0,265,0
57642,1,32,1,8.0,0,2,1,27257.0,124.0,251,0
57643,1,42,1,3.0,0,1,1,34039.0,124.0,136,0
57644,0,52,1,33.0,0,1,1,30770.0,124.0,222,0
57645,1,29,1,41.0,1,2,0,47884.0,152.0,15,0
57646,1,35,1,11.0,1,1,0,30916.0,152.0,176,0
57647,0,22,1,15.0,0,2,1,2630.0,160.0,259,0
57648,0,64,1,28.0,1,1,0,23791.0,124.0,123,0
57649,0,23,1,6.0,1,2,0,45766.0,152.0,270,0
57650,1,24,1,47.0,0,2,1,22581.0,152.0,158,0
57651,1,72,1,30.0,1,1,0,2630.0,160.0,43,0
57652,0,23,1,11.0,1,2,0,30075.0,152.0,217,0
57653,0,41,1,28.0,1,1,0,28808.0,124.0,119,0
57654,0,31,1,28.0,0,1,0,56694.0,124.0,194,0
57655,0,67,1,47.0,0,1,1,21925.0,113.0,105,0
57656,1,42,1,28.0,0,2,1,39865.0,26.0,174,1
57657,1,43,1,32.0,1,1,0,36790.0,26.0,12,0
57658,0,51,1,18.0,0,1,1,28738.0,124.0,264,1
57659,1,23,1,37.0,0,2,0,27391.0,152.0,266,0
57660,1,34,1,6.0,0,1,1,36329.0,157.0,79,0
57661,1,30,1,37.0,1,2,0,24010.0,152.0,283,0
57662,0,24,1,41.0,1,2,0,43413.0,152.0,204,0
57663,0,36,1,28.0,0,1,1,34455.0,31.0,109,1
57664,0,66,1,28.0,0,1,1,42910.0,124.0,163,0
57665,0,33,1,8.0,0,1,0,35729.0,124.0,202,0
57666,0,27,1,5.0,1,2,0,2630.0,152.0,220,0
57667,1,45,1,47.0,0,1,1,2630.0,156.0,194,1
57668,0,66,1,7.0,0,1,1,2630.0,26.0,166,0
57669,1,63,1,37.0,0,1,1,22337.0,122.0,199,0
57670,1,24,1,8.0,1,2,0,37264.0,152.0,201,0
57671,1,48,1,28.0,0,1,1,56947.0,26.0,147,1
57672,1,25,1,18.0,1,2,0,20663.0,152.0,165,0
57673,1,23,1,7.0,1,2,0,2630.0,152.0,262,0
57674,0,82,1,3.0,0,1,1,24419.0,30.0,170,0
57675,0,31,1,28.0,0,1,1,48377.0,26.0,260,1
57676,0,42,1,41.0,0,1,1,34453.0,26.0,167,1
57677,0,30,1,10.0,1,2,0,18511.0,152.0,24,0
57678,0,38,1,41.0,0,1,1,30380.0,124.0,284,1
57679,1,36,1,46.0,0,1,1,24329.0,4.0,201,0
57680,1,65,1,39.0,0,1,1,25295.0,26.0,197,1
57681,0,31,1,15.0,0,1,1,27220.0,26.0,36,1
57682,0,41,1,20.0,0,1,1,2630.0,124.0,279,0
57683,1,41,1,0.0,1,1,0,2630.0,26.0,153,0
57684,0,22,1,16.0,1,2,0,31543.0,152.0,48,0
57685,0,24,1,46.0,1,2,0,37027.0,152.0,147,0
57686,1,41,1,28.0,1,1,0,33062.0,26.0,247,0
57687,1,34,1,35.0,0,1,1,33281.0,152.0,270,0
57688,1,52,1,1.0,1,1,0,2630.0,124.0,179,0
57689,1,27,1,29.0,1,2,0,26878.0,152.0,235,0
57690,1,24,1,43.0,1,2,0,2630.0,152.0,218,0
57691,0,25,1,30.0,0,2,1,24249.0,124.0,109,0
57692,1,51,1,28.0,0,3,1,42527.0,122.0,220,0
57693,1,24,1,6.0,1,2,0,29338.0,152.0,275,0
57694,0,63,1,28.0,0,3,1,35518.0,122.0,173,1
57695,1,25,1,28.0,1,2,0,41866.0,152.0,244,0
57696,1,22,1,15.0,1,2,0,39326.0,152.0,77,0
57697,1,37,1,45.0,0,1,1,23925.0,124.0,206,0
57698,0,48,1,28.0,0,1,1,44530.0,26.0,160,0
57699,1,29,1,2.0,0,2,0,25510.0,152.0,166,0
57700,0,38,1,15.0,0,1,0,34739.0,152.0,20,0
57701,0,44,1,41.0,0,1,0,25836.0,124.0,21,0
57702,0,27,1,37.0,0,2,1,29822.0,152.0,130,1
57703,0,47,1,28.0,1,1,0,39641.0,124.0,105,0
57704,0,25,1,32.0,0,2,1,33949.0,152.0,221,0
57705,1,33,1,28.0,0,1,1,50262.0,26.0,63,1
57706,1,41,1,3.0,0,1,0,26294.0,124.0,18,0
57707,1,25,1,49.0,0,2,0,30719.0,152.0,193,0
57708,1,23,1,40.0,0,2,1,36477.0,152.0,254,0
57709,1,24,1,36.0,1,2,0,2630.0,152.0,98,0
57710,1,39,1,41.0,0,1,0,26429.0,26.0,157,0
57711,1,71,1,30.0,1,1,0,2630.0,160.0,204,0
57712,0,78,1,28.0,1,1,1,2630.0,124.0,161,0
57713,1,43,1,28.0,0,1,1,41077.0,26.0,156,1
57714,0,49,1,46.0,1,1,0,38261.0,26.0,97,0
57715,0,20,1,41.0,0,2,1,35917.0,156.0,177,0
57716,1,27,1,29.0,1,2,0,22671.0,152.0,251,0
57717,1,22,1,45.0,1,2,0,28520.0,152.0,261,0
57718,0,52,1,28.0,0,1,1,50256.0,26.0,56,0
57719,0,67,1,8.0,0,1,1,42590.0,26.0,42,0
57720,0,42,1,15.0,0,1,1,16896.0,155.0,83,0
57721,1,25,1,13.0,0,2,1,29326.0,152.0,147,0
57722,0,27,1,28.0,1,2,0,336395.0,152.0,144,0
57723,0,46,1,8.0,1,1,0,31945.0,26.0,125,0
57724,0,71,1,24.0,1,1,0,37079.0,145.0,289,0
57725,0,23,1,50.0,1,2,0,41184.0,152.0,114,0
57726,0,37,1,49.0,0,1,1,33477.0,124.0,149,1
57727,0,35,1,28.0,0,1,0,51209.0,26.0,76,0
57728,0,63,1,28.0,0,1,1,59855.0,26.0,117,1
57729,1,24,1,13.0,0,2,0,22414.0,152.0,199,1
57730,1,39,1,36.0,0,1,1,2630.0,26.0,75,0
57731,1,25,1,10.0,1,2,0,2630.0,160.0,15,0
57732,0,22,1,13.0,0,2,1,22933.0,152.0,226,0
57733,1,37,1,35.0,0,1,1,27487.0,124.0,97,1
57734,0,30,1,36.0,0,2,1,35603.0,124.0,270,0
57735,1,63,1,28.0,1,1,0,40524.0,26.0,68,0
57736,1,46,1,22.0,0,3,1,2630.0,8.0,179,1
57737,1,70,1,48.0,0,1,1,2630.0,26.0,202,0
57738,0,46,1,29.0,1,1,0,44521.0,124.0,175,0
57739,0,26,1,35.0,1,2,0,30582.0,152.0,89,0
57740,1,25,1,17.0,1,2,0,2630.0,152.0,290,0
57741,1,23,1,28.0,1,2,0,49604.0,152.0,47,0
57742,1,23,1,45.0,1,2,0,25229.0,152.0,263,0
57743,1,26,1,41.0,1,2,0,31122.0,152.0,43,0
57744,0,30,1,35.0,0,1,1,39616.0,124.0,193,1
57745,1,76,1,46.0,1,1,0,2630.0,26.0,245,0
57746,1,42,1,23.0,0,1,0,36882.0,26.0,190,0
57747,0,33,1,41.0,0,1,1,26674.0,124.0,89,0
57748,0,54,1,3.0,0,1,1,2630.0,124.0,235,0
57749,0,34,1,1.0,1,1,0,2630.0,26.0,51,0
57750,1,27,1,6.0,1,2,0,25346.0,152.0,276,0
57751,1,22,1,35.0,1,2,0,28283.0,152.0,268,0
57752,1,41,1,41.0,0,1,0,41319.0,124.0,90,0
57753,0,46,1,8.0,0,1,1,45020.0,124.0,62,0
57754,0,44,1,20.0,0,1,1,2630.0,26.0,237,1
57755,0,52,1,28.0,0,1,1,34939.0,26.0,284,0
57756,0,50,1,37.0,1,1,0,36799.0,26.0,49,0
57757,1,45,1,28.0,0,1,1,44341.0,13.0,95,0
57758,1,24,1,8.0,1,2,0,51378.0,152.0,110,0
57759,1,21,1,11.0,1,2,0,41025.0,152.0,169,0
57760,0,49,1,17.0,1,1,0,45835.0,26.0,40,0
57761,1,43,1,28.0,0,1,1,39114.0,26.0,204,0
57762,1,30,1,30.0,0,2,1,21572.0,152.0,179,1
57763,1,45,1,29.0,0,1,0,30006.0,124.0,239,0
57764,0,41,1,28.0,1,1,0,47075.0,26.0,210,0
57765,1,53,1,28.0,0,1,1,55603.0,124.0,20,0
57766,1,40,1,47.0,0,1,1,21767.0,124.0,259,1
57767,0,44,1,28.0,0,1,1,33343.0,124.0,159,0
57768,0,23,1,35.0,1,2,0,2630.0,152.0,54,0
57769,1,24,1,8.0,1,2,0,58533.0,152.0,61,0
57770,1,53,1,28.0,1,1,0,69856.0,55.0,82,0
57771,1,25,1,33.0,0,2,1,29504.0,152.0,33,0
57772,0,33,1,28.0,0,2,1,55247.0,124.0,294,1
57773,0,55,1,46.0,1,1,0,28219.0,124.0,75,0
57774,0,21,1,46.0,1,2,0,26410.0,160.0,45,0
57775,1,36,1,30.0,1,1,0,24621.0,152.0,32,0
57776,0,61,1,30.0,1,1,0,2630.0,124.0,156,0
57777,0,47,1,28.0,0,1,1,41999.0,26.0,17,1
57778,0,26,1,4.0,0,2,1,29996.0,163.0,270,1
57779,0,48,1,8.0,1,1,0,41224.0,26.0,246,0
57780,1,21,1,33.0,1,2,0,35526.0,152.0,219,0
57781,0,23,1,30.0,0,2,1,24734.0,152.0,225,0
57782,1,21,1,8.0,1,2,0,78593.0,152.0,43,0
57783,1,47,1,48.0,0,1,1,2630.0,124.0,247,0
57784,0,24,1,3.0,1,2,0,21070.0,152.0,62,0
57785,1,72,1,4.0,0,1,1,37828.0,124.0,190,0
57786,0,66,1,28.0,1,1,0,33854.0,124.0,87,0
57787,0,22,1,8.0,1,2,0,37755.0,152.0,179,0
57788,1,53,1,28.0,0,1,1,35805.0,124.0,286,0
57789,1,22,1,23.0,1,2,0,33242.0,152.0,199,0
57790,0,52,1,38.0,0,1,1,2630.0,157.0,104,0
57791,0,24,1,46.0,1,2,0,34769.0,152.0,33,0
57792,1,49,1,37.0,0,1,1,2630.0,156.0,91,0
57793,0,23,1,28.0,1,2,0,45155.0,152.0,51,0
57794,1,25,1,15.0,1,2,0,28720.0,152.0,276,0
57795,0,28,1,8.0,0,2,1,33049.0,26.0,223,0
57796,0,36,1,29.0,0,1,1,2630.0,156.0,255,0
57797,0,47,1,28.0,0,3,1,34541.0,124.0,154,0
57798,1,23,1,47.0,1,2,0,40561.0,152.0,131,0
57799,1,41,1,28.0,0,1,1,34073.0,26.0,299,1
57800,0,56,1,28.0,1,1,0,40025.0,30.0,244,0
57801,0,41,1,39.0,0,1,0,33946.0,124.0,122,0
57802,0,24,1,36.0,1,2,0,34552.0,152.0,228,0
57803,1,66,1,28.0,1,1,0,50925.0,122.0,50,0
57804,1,37,1,41.0,1,1,0,22006.0,12.0,218,0
57805,0,51,1,46.0,0,2,0,2630.0,1.0,107,0
57806,0,34,1,30.0,0,3,1,39413.0,157.0,140,1
57807,1,62,1,28.0,0,1,1,47359.0,26.0,231,1
57808,0,76,1,4.0,1,1,0,29294.0,124.0,162,0
57809,0,21,1,8.0,1,2,0,41874.0,160.0,97,0
57810,1,24,1,49.0,1,2,0,24723.0,152.0,282,0
57811,0,22,1,30.0,1,2,0,32878.0,152.0,261,0
57812,0,25,1,28.0,0,2,1,39609.0,152.0,26,0
57813,0,25,1,30.0,1,2,0,21012.0,152.0,119,0
57814,1,26,1,8.0,1,2,0,56989.0,152.0,252,0
57815,0,22,1,34.0,0,2,0,2630.0,152.0,83,0
57816,1,44,1,46.0,0,1,1,26894.0,156.0,131,1
57817,0,21,1,46.0,1,2,0,26260.0,152.0,141,0
57818,0,71,1,28.0,1,1,1,2630.0,26.0,10,0
57819,0,34,1,28.0,0,1,1,39279.0,124.0,135,1
57820,0,22,1,3.0,1,2,0,30715.0,152.0,229,0
57821,1,27,1,28.0,1,2,0,38129.0,152.0,113,0
57822,1,39,1,28.0,0,1,1,38948.0,26.0,288,0
57823,1,22,1,8.0,1,2,0,39457.0,152.0,275,0
57824,0,48,1,8.0,0,1,1,29284.0,19.0,115,0
57825,1,42,1,28.0,1,1,0,34306.0,61.0,13,0
57826,1,37,1,20.0,0,1,1,2630.0,26.0,269,1
57827,1,36,1,15.0,1,1,0,20104.0,152.0,267,0
57828,0,25,1,35.0,1,2,0,27205.0,152.0,169,0
57829,0,24,1,14.0,0,2,1,38400.0,152.0,24,0
57830,0,28,1,3.0,0,1,1,24124.0,154.0,57,0
57831,0,25,1,35.0,1,2,0,30176.0,160.0,17,0
57832,0,26,1,21.0,1,2,0,25264.0,152.0,252,0
57833,0,49,1,46.0,0,1,1,33381.0,124.0,163,0
57834,0,40,1,50.0,1,1,0,51432.0,8.0,285,0
57835,1,23,1,28.0,1,2,0,25945.0,152.0,35,0
57836,0,21,1,46.0,1,2,0,33112.0,160.0,243,0
57837,1,59,1,28.0,0,1,1,56865.0,26.0,61,1
57838,1,22,1,50.0,1,2,0,24228.0,152.0,279,0
57839,1,24,1,6.0,1,2,0,28157.0,152.0,295,0
57840,1,23,1,10.0,1,2,0,31125.0,152.0,93,0
57841,0,48,1,35.0,0,1,1,2630.0,124.0,275,1
57842,1,38,1,19.0,0,1,1,29816.0,124.0,166,0
57843,1,23,1,28.0,1,2,0,37669.0,152.0,170,0
57844,1,26,1,28.0,0,2,1,2630.0,158.0,200,0
57845,0,24,1,28.0,0,2,1,2630.0,152.0,82,0
57846,0,74,1,46.0,1,1,0,2630.0,156.0,52,0
57847,0,24,1,13.0,0,2,1,35483.0,152.0,277,0
57848,1,47,1,28.0,0,1,1,37899.0,26.0,89,1
57849,1,27,1,46.0,1,2,0,26111.0,152.0,272,0
